Timestamp,Source IP,Reason,Details
14:50:09,47.131.150.158,High Frequency,Count: 118
14:50:09,47.131.150.158,High Frequency,Count: 119
14:50:09,47.131.150.158,High Frequency,Count: 120
14:50:09,47.131.150.158,High Frequency,Count: 121
14:50:09,192.168.1.2,High Frequency,Count: 131
14:50:09,192.168.1.2,High Frequency,Count: 132
14:50:09,192.168.1.2,High Frequency,Count: 133
14:50:09,47.131.150.158,High Frequency,Count: 122
14:50:09,47.131.150.158,High Frequency,Count: 123
14:50:09,47.131.150.158,High Frequency,Count: 124
14:50:09,192.168.1.2,High Frequency,Count: 134
14:50:09,47.131.150.158,High Frequency,Count: 125
14:50:09,47.131.150.158,High Frequency,Count: 126
14:50:09,192.168.1.2,High Frequency,Count: 135
14:50:09,47.131.150.158,High Frequency,Count: 127
14:50:09,47.131.150.158,High Frequency,Count: 128
14:50:09,47.131.150.158,High Frequency,Count: 129
14:50:09,192.168.1.2,High Frequency,Count: 136
14:50:09,192.168.1.2,High Frequency,Count: 137
14:50:09,192.168.1.2,High Frequency,Count: 138
14:50:09,47.131.150.158,High Frequency,Count: 130
14:50:09,47.131.150.158,High Frequency,Count: 131
14:50:09,192.168.1.2,High Frequency,Count: 139
14:50:09,47.131.150.158,High Frequency,Count: 132
14:50:09,47.131.150.158,High Frequency,Count: 133
14:50:09,47.131.150.158,High Frequency,Count: 134
14:50:09,192.168.1.2,High Frequency,Count: 140
14:50:09,47.131.150.158,High Frequency,Count: 135
14:50:09,192.168.1.2,High Frequency,Count: 141
14:50:09,47.131.150.158,High Frequency,Count: 136
14:50:09,192.168.1.2,High Frequency,Count: 142
14:50:09,192.168.1.2,High Frequency,Count: 143
14:50:09,47.131.150.158,High Frequency,Count: 137
14:50:09,47.131.150.158,High Frequency,Count: 138
14:50:09,192.168.1.2,High Frequency,Count: 144
14:50:09,47.131.150.158,High Frequency,Count: 139
14:50:09,47.131.150.158,High Frequency,Count: 140
14:50:09,192.168.1.2,High Frequency,Count: 145
14:50:09,47.131.150.158,High Frequency,Count: 141
14:50:09,47.131.150.158,High Frequency,Count: 142
14:50:09,192.168.1.2,High Frequency,Count: 146
14:50:09,47.131.150.158,High Frequency,Count: 143
14:50:09,47.131.150.158,High Frequency,Count: 144
14:50:09,192.168.1.2,High Frequency,Count: 147
14:50:09,47.131.150.158,High Frequency,Count: 145
14:50:09,47.131.150.158,High Frequency,Count: 146
14:50:09,192.168.1.2,High Frequency,Count: 148
14:50:09,192.168.1.2,High Frequency,Count: 149
14:50:09,192.168.1.2,High Frequency,Count: 150
14:50:09,192.168.1.2,High Frequency,Count: 151
14:50:09,47.131.150.158,High Frequency,Count: 147
14:50:09,47.131.150.158,High Frequency,Count: 148
14:50:09,47.131.150.158,High Frequency,Count: 149
14:50:09,47.131.150.158,High Frequency,Count: 150
14:50:09,47.131.150.158,High Frequency,Count: 151
14:50:09,192.168.1.2,High Frequency,Count: 152
14:50:09,47.131.150.158,High Frequency,Count: 152
14:50:09,47.131.150.158,High Frequency,Count: 153
14:50:09,47.131.150.158,High Frequency,Count: 154
14:50:09,192.168.1.2,High Frequency,Count: 153
14:50:09,47.131.150.158,High Frequency,Count: 155
14:50:09,192.168.1.2,High Frequency,Count: 154
14:50:09,192.168.1.2,High Frequency,Count: 155
14:50:09,192.168.1.2,High Frequency,Count: 156
14:50:09,47.131.150.158,High Frequency,Count: 156
14:50:09,47.131.150.158,High Frequency,Count: 157
14:50:09,192.168.1.2,High Frequency,Count: 157
14:50:09,47.131.150.158,High Frequency,Count: 158
14:50:09,192.168.1.2,High Frequency,Count: 158
14:50:09,192.168.1.2,High Frequency,Count: 159
14:50:09,47.131.150.158,High Frequency,Count: 159
14:50:09,47.131.150.158,High Frequency,Count: 160
14:50:09,192.168.1.2,High Frequency,Count: 160
14:50:09,47.131.150.158,High Frequency,Count: 161
14:50:09,47.131.150.158,High Frequency,Count: 162
14:50:09,47.131.150.158,High Frequency,Count: 163
14:50:09,47.131.150.158,High Frequency,Count: 164
14:50:09,192.168.1.2,High Frequency,Count: 161
14:50:09,47.131.150.158,High Frequency,Count: 165
14:50:09,47.131.150.158,High Frequency,Count: 166
14:50:09,47.131.150.158,High Frequency,Count: 167
14:50:09,192.168.1.2,High Frequency,Count: 162
14:50:09,47.131.150.158,High Frequency,Count: 168
14:50:09,47.131.150.158,High Frequency,Count: 169
14:50:09,192.168.1.2,High Frequency,Count: 163
14:50:09,47.131.150.158,High Frequency,Count: 170
14:50:09,47.131.150.158,High Frequency,Count: 171
14:50:09,47.131.150.158,High Frequency,Count: 172
14:50:09,47.131.150.158,High Frequency,Count: 173
14:50:09,47.131.150.158,High Frequency,Count: 174
14:50:09,47.131.150.158,High Frequency,Count: 175
14:50:09,192.168.1.2,High Frequency,Count: 164
14:50:09,47.131.150.158,High Frequency,Count: 176
14:50:09,47.131.150.158,High Frequency,Count: 177
14:50:09,192.168.1.2,High Frequency,Count: 165
14:50:09,47.131.150.158,High Frequency,Count: 178
14:50:09,47.131.150.158,High Frequency,Count: 179
14:50:09,192.168.1.2,High Frequency,Count: 166
14:50:09,47.131.150.158,High Frequency,Count: 180
14:50:09,192.168.1.2,High Frequency,Count: 167
14:50:09,47.131.150.158,High Frequency,Count: 181
14:50:09,192.168.1.2,High Frequency,Count: 168
14:50:09,47.131.150.158,High Frequency,Count: 182
14:50:09,47.131.150.158,High Frequency,Count: 183
14:50:09,192.168.1.2,High Frequency,Count: 169
14:50:09,192.168.1.2,High Frequency,Count: 170
14:50:09,47.131.150.158,High Frequency,Count: 184
14:50:09,47.131.150.158,High Frequency,Count: 185
14:50:09,47.131.150.158,High Frequency,Count: 186
14:50:09,192.168.1.2,High Frequency,Count: 171
14:50:09,47.131.150.158,High Frequency,Count: 187
14:50:09,47.131.150.158,High Frequency,Count: 188
14:50:09,192.168.1.2,High Frequency,Count: 172
14:50:09,47.131.150.158,High Frequency,Count: 189
14:50:09,47.131.150.158,High Frequency,Count: 190
14:50:09,47.131.150.158,High Frequency,Count: 191
14:50:09,192.168.1.2,High Frequency,Count: 173
14:50:09,47.131.150.158,High Frequency,Count: 192
14:50:09,47.131.150.158,High Frequency,Count: 193
14:50:09,192.168.1.2,High Frequency,Count: 174
14:50:09,47.131.150.158,High Frequency,Count: 194
14:50:09,47.131.150.158,High Frequency,Count: 195
14:50:09,192.168.1.2,High Frequency,Count: 175
14:50:09,47.131.150.158,High Frequency,Count: 196
14:50:09,192.168.1.2,High Frequency,Count: 176
14:50:09,47.131.150.158,High Frequency,Count: 197
14:50:09,192.168.1.2,High Frequency,Count: 177
14:50:09,47.131.150.158,High Frequency,Count: 198
14:50:09,47.131.150.158,High Frequency,Count: 199
14:50:09,192.168.1.2,High Frequency,Count: 178
14:50:09,47.131.150.158,High Frequency,Count: 200
14:50:09,47.131.150.158,High Frequency,Count: 201
14:50:09,192.168.1.2,High Frequency,Count: 179
14:50:09,47.131.150.158,High Frequency,Count: 202
14:50:09,47.131.150.158,High Frequency,Count: 203
14:50:09,47.131.150.158,High Frequency,Count: 204
14:50:09,192.168.1.2,High Frequency,Count: 180
14:50:09,192.168.1.2,High Frequency,Count: 181
14:50:09,47.131.150.158,High Frequency,Count: 205
14:50:09,47.131.150.158,High Frequency,Count: 206
14:50:09,47.131.150.158,High Frequency,Count: 207
14:50:09,192.168.1.2,High Frequency,Count: 182
14:50:09,47.131.150.158,High Frequency,Count: 208
14:50:09,47.131.150.158,High Frequency,Count: 209
14:50:09,192.168.1.2,High Frequency,Count: 183
14:50:09,47.131.150.158,High Frequency,Count: 210
14:50:09,47.131.150.158,High Frequency,Count: 211
14:50:09,192.168.1.2,High Frequency,Count: 184
14:50:09,47.131.150.158,High Frequency,Count: 212
14:50:09,47.131.150.158,High Frequency,Count: 213
14:50:09,192.168.1.2,High Frequency,Count: 185
14:50:09,47.131.150.158,High Frequency,Count: 214
14:50:09,47.131.150.158,High Frequency,Count: 215
14:50:09,192.168.1.2,High Frequency,Count: 186
14:50:09,192.168.1.2,High Frequency,Count: 187
14:50:09,47.131.150.158,High Frequency,Count: 216
14:50:09,47.131.150.158,High Frequency,Count: 217
14:50:09,192.168.1.2,High Frequency,Count: 188
14:50:09,47.131.150.158,High Frequency,Count: 218
14:50:09,47.131.150.158,High Frequency,Count: 219
14:50:09,192.168.1.2,High Frequency,Count: 189
14:50:09,47.131.150.158,High Frequency,Count: 220
14:50:09,47.131.150.158,High Frequency,Count: 221
14:50:09,192.168.1.2,High Frequency,Count: 190
14:50:09,47.131.150.158,High Frequency,Count: 222
14:50:09,47.131.150.158,High Frequency,Count: 223
14:50:09,192.168.1.2,High Frequency,Count: 191
14:50:09,47.131.150.158,High Frequency,Count: 224
14:50:09,47.131.150.158,High Frequency,Count: 225
14:50:09,192.168.1.2,High Frequency,Count: 192
14:50:09,47.131.150.158,High Frequency,Count: 226
14:50:09,47.131.150.158,High Frequency,Count: 227
14:50:09,192.168.1.2,High Frequency,Count: 193
14:50:09,192.168.1.2,High Frequency,Count: 194
14:50:09,192.168.1.2,High Frequency,Count: 195
14:50:09,47.131.150.158,High Frequency,Count: 228
14:50:09,47.131.150.158,High Frequency,Count: 229
14:50:09,192.168.1.2,High Frequency,Count: 196
14:50:09,192.168.1.2,High Frequency,Count: 197
14:50:09,47.131.150.158,High Frequency,Count: 230
14:50:09,47.131.150.158,High Frequency,Count: 231
14:50:09,192.168.1.2,High Frequency,Count: 198
14:50:09,47.131.150.158,High Frequency,Count: 232
14:50:09,47.131.150.158,High Frequency,Count: 233
14:50:09,47.131.150.158,High Frequency,Count: 234
14:50:09,192.168.1.2,High Frequency,Count: 199
14:50:09,47.131.150.158,High Frequency,Count: 235
14:50:09,47.131.150.158,High Frequency,Count: 236
14:50:09,192.168.1.2,High Frequency,Count: 200
14:50:09,47.131.150.158,High Frequency,Count: 237
14:50:09,47.131.150.158,High Frequency,Count: 238
14:50:09,192.168.1.2,High Frequency,Count: 201
14:50:09,192.168.1.2,High Frequency,Count: 202
14:50:09,47.131.150.158,High Frequency,Count: 239
14:50:09,47.131.150.158,High Frequency,Count: 240
14:50:09,192.168.1.2,High Frequency,Count: 203
14:50:09,192.168.1.2,High Frequency,Count: 204
14:50:09,47.131.150.158,High Frequency,Count: 241
14:50:09,47.131.150.158,High Frequency,Count: 242
14:50:09,192.168.1.2,High Frequency,Count: 205
14:50:09,47.131.150.158,High Frequency,Count: 243
14:50:09,47.131.150.158,High Frequency,Count: 244
14:50:09,47.131.150.158,High Frequency,Count: 245
14:50:09,192.168.1.2,High Frequency,Count: 206
14:50:09,47.131.150.158,High Frequency,Count: 246
14:50:09,47.131.150.158,High Frequency,Count: 247
14:50:09,192.168.1.2,High Frequency,Count: 207
14:50:09,192.168.1.2,High Frequency,Count: 208
14:50:09,47.131.150.158,High Frequency,Count: 248
14:50:09,47.131.150.158,High Frequency,Count: 249
14:50:09,192.168.1.2,High Frequency,Count: 209
14:50:09,47.131.150.158,High Frequency,Count: 250
14:50:09,47.131.150.158,High Frequency,Count: 251
14:50:09,192.168.1.2,High Frequency,Count: 210
14:50:09,47.131.150.158,High Frequency,Count: 252
14:50:09,47.131.150.158,High Frequency,Count: 253
14:50:09,192.168.1.2,High Frequency,Count: 211
14:50:09,192.168.1.2,High Frequency,Count: 212
14:50:09,47.131.150.158,High Frequency,Count: 254
14:50:09,47.131.150.158,High Frequency,Count: 255
14:50:09,192.168.1.2,High Frequency,Count: 213
14:50:09,47.131.150.158,High Frequency,Count: 256
14:50:09,47.131.150.158,High Frequency,Count: 257
14:50:09,192.168.1.2,High Frequency,Count: 214
14:50:09,192.168.1.2,High Frequency,Count: 215
14:50:09,192.168.1.2,High Frequency,Count: 216
14:50:09,192.168.1.2,High Frequency,Count: 217
14:50:09,47.131.150.158,High Frequency,Count: 258
14:50:09,47.131.150.158,High Frequency,Count: 259
14:50:09,192.168.1.2,High Frequency,Count: 218
14:50:09,47.131.150.158,High Frequency,Count: 260
14:50:09,47.131.150.158,High Frequency,Count: 261
14:50:09,192.168.1.2,High Frequency,Count: 219
14:50:09,47.131.150.158,High Frequency,Count: 262
14:50:09,47.131.150.158,High Frequency,Count: 263
14:50:09,192.168.1.2,High Frequency,Count: 220
14:50:09,47.131.150.158,High Frequency,Count: 264
14:50:09,47.131.150.158,High Frequency,Count: 265
14:50:09,192.168.1.2,High Frequency,Count: 221
14:50:09,47.131.150.158,High Frequency,Count: 266
14:50:09,47.131.150.158,High Frequency,Count: 267
14:50:09,192.168.1.2,High Frequency,Count: 222
14:50:09,47.131.150.158,High Frequency,Count: 268
14:50:09,47.131.150.158,High Frequency,Count: 269
14:50:09,192.168.1.2,High Frequency,Count: 223
14:50:09,47.131.150.158,High Frequency,Count: 270
14:50:09,47.131.150.158,High Frequency,Count: 271
14:50:09,192.168.1.2,High Frequency,Count: 224
14:50:09,47.131.150.158,High Frequency,Count: 272
14:50:09,47.131.150.158,High Frequency,Count: 273
14:50:09,192.168.1.2,High Frequency,Count: 225
14:50:09,47.131.150.158,High Frequency,Count: 274
14:50:09,47.131.150.158,High Frequency,Count: 275
14:50:09,192.168.1.2,High Frequency,Count: 226
14:50:09,47.131.150.158,High Frequency,Count: 276
14:50:09,47.131.150.158,High Frequency,Count: 277
14:50:09,192.168.1.2,High Frequency,Count: 227
14:50:09,47.131.150.158,High Frequency,Count: 278
14:50:09,47.131.150.158,High Frequency,Count: 279
14:50:09,192.168.1.2,High Frequency,Count: 228
14:50:09,47.131.150.158,High Frequency,Count: 280
14:50:09,47.131.150.158,High Frequency,Count: 281
14:50:09,192.168.1.2,High Frequency,Count: 229
14:50:09,47.131.150.158,High Frequency,Count: 282
14:50:09,47.131.150.158,High Frequency,Count: 283
14:50:09,192.168.1.2,High Frequency,Count: 230
14:50:09,47.131.150.158,High Frequency,Count: 284
14:50:09,47.131.150.158,High Frequency,Count: 285
14:50:09,192.168.1.2,High Frequency,Count: 231
14:50:09,47.131.150.158,High Frequency,Count: 286
14:50:09,47.131.150.158,High Frequency,Count: 287
14:50:09,192.168.1.2,High Frequency,Count: 232
14:50:09,47.131.150.158,High Frequency,Count: 288
14:50:09,47.131.150.158,High Frequency,Count: 289
14:50:09,192.168.1.2,High Frequency,Count: 233
14:50:09,47.131.150.158,High Frequency,Count: 290
14:50:09,47.131.150.158,High Frequency,Count: 291
14:50:09,47.131.150.158,High Frequency,Count: 292
14:50:09,47.131.150.158,High Frequency,Count: 293
14:50:09,192.168.1.2,High Frequency,Count: 234
14:50:09,47.131.150.158,High Frequency,Count: 294
14:50:09,47.131.150.158,High Frequency,Count: 295
14:50:09,192.168.1.2,High Frequency,Count: 235
14:50:09,47.131.150.158,High Frequency,Count: 296
14:50:09,47.131.150.158,High Frequency,Count: 297
14:50:09,192.168.1.2,High Frequency,Count: 236
14:50:09,47.131.150.158,High Frequency,Count: 298
14:50:09,47.131.150.158,High Frequency,Count: 299
14:50:09,192.168.1.2,High Frequency,Count: 237
14:50:09,47.131.150.158,High Frequency,Count: 300
14:50:09,47.131.150.158,High Frequency,Count: 301
14:50:09,192.168.1.2,High Frequency,Count: 238
14:50:09,47.131.150.158,High Frequency,Count: 302
14:50:09,47.131.150.158,High Frequency,Count: 303
14:50:09,192.168.1.2,High Frequency,Count: 239
14:50:09,47.131.150.158,High Frequency,Count: 304
14:50:09,47.131.150.158,High Frequency,Count: 305
14:50:09,192.168.1.2,High Frequency,Count: 240
14:50:09,47.131.150.158,High Frequency,Count: 306
14:50:09,47.131.150.158,High Frequency,Count: 307
14:50:09,192.168.1.2,High Frequency,Count: 241
14:50:09,47.131.150.158,High Frequency,Count: 308
14:50:09,47.131.150.158,High Frequency,Count: 309
14:50:09,192.168.1.2,High Frequency,Count: 242
14:50:09,47.131.150.158,High Frequency,Count: 310
14:50:09,47.131.150.158,High Frequency,Count: 311
14:50:09,192.168.1.2,High Frequency,Count: 243
14:50:09,192.168.1.2,High Frequency,Count: 244
14:50:09,47.131.150.158,High Frequency,Count: 312
14:50:09,47.131.150.158,High Frequency,Count: 313
14:50:09,192.168.1.2,High Frequency,Count: 245
14:50:09,47.131.150.158,High Frequency,Count: 314
14:50:09,47.131.150.158,High Frequency,Count: 315
14:50:09,192.168.1.2,High Frequency,Count: 246
14:50:09,47.131.150.158,High Frequency,Count: 316
14:50:09,47.131.150.158,High Frequency,Count: 317
14:50:09,192.168.1.2,High Frequency,Count: 247
14:50:09,47.131.150.158,High Frequency,Count: 318
14:50:09,47.131.150.158,High Frequency,Count: 319
14:50:09,192.168.1.2,High Frequency,Count: 248
14:50:09,47.131.150.158,High Frequency,Count: 320
14:50:09,47.131.150.158,High Frequency,Count: 321
14:50:09,192.168.1.2,High Frequency,Count: 249
14:50:09,47.131.150.158,High Frequency,Count: 322
14:50:09,47.131.150.158,High Frequency,Count: 323
14:50:09,192.168.1.2,High Frequency,Count: 250
14:50:09,47.131.150.158,High Frequency,Count: 324
14:50:09,47.131.150.158,High Frequency,Count: 325
14:50:09,192.168.1.2,High Frequency,Count: 251
14:50:09,47.131.150.158,High Frequency,Count: 326
14:50:09,47.131.150.158,High Frequency,Count: 327
14:50:09,192.168.1.2,High Frequency,Count: 252
14:50:09,192.168.1.2,High Frequency,Count: 253
14:50:09,47.131.150.158,High Frequency,Count: 328
14:50:09,47.131.150.158,High Frequency,Count: 329
14:50:09,192.168.1.2,High Frequency,Count: 254
14:50:09,47.131.150.158,High Frequency,Count: 330
14:50:09,47.131.150.158,High Frequency,Count: 331
14:50:09,192.168.1.2,High Frequency,Count: 255
14:50:09,47.131.150.158,High Frequency,Count: 332
14:50:09,47.131.150.158,High Frequency,Count: 333
14:50:09,192.168.1.2,High Frequency,Count: 256
14:50:09,47.131.150.158,High Frequency,Count: 334
14:50:09,47.131.150.158,High Frequency,Count: 335
14:50:09,192.168.1.2,High Frequency,Count: 257
14:50:09,47.131.150.158,High Frequency,Count: 336
14:50:09,47.131.150.158,High Frequency,Count: 337
14:50:09,192.168.1.2,High Frequency,Count: 258
14:50:09,47.131.150.158,High Frequency,Count: 338
14:50:09,47.131.150.158,High Frequency,Count: 339
14:50:09,192.168.1.2,High Frequency,Count: 259
14:50:09,47.131.150.158,High Frequency,Count: 340
14:50:09,47.131.150.158,High Frequency,Count: 341
14:50:09,192.168.1.2,High Frequency,Count: 260
14:50:09,47.131.150.158,High Frequency,Count: 342
14:50:09,47.131.150.158,High Frequency,Count: 343
14:50:09,192.168.1.2,High Frequency,Count: 261
14:50:09,47.131.150.158,High Frequency,Count: 344
14:50:09,47.131.150.158,High Frequency,Count: 345
14:50:09,192.168.1.2,High Frequency,Count: 262
14:50:09,47.131.150.158,High Frequency,Count: 346
14:50:09,47.131.150.158,High Frequency,Count: 347
14:50:09,192.168.1.2,High Frequency,Count: 263
14:50:09,47.131.150.158,High Frequency,Count: 348
14:50:09,47.131.150.158,High Frequency,Count: 349
14:50:09,192.168.1.2,High Frequency,Count: 264
14:50:09,47.131.150.158,High Frequency,Count: 350
14:50:09,47.131.150.158,High Frequency,Count: 351
14:50:09,47.131.150.158,High Frequency,Count: 352
14:50:09,192.168.1.2,High Frequency,Count: 265
14:50:09,47.131.150.158,High Frequency,Count: 353
14:50:09,47.131.150.158,High Frequency,Count: 354
14:50:09,47.131.150.158,High Frequency,Count: 355
14:50:09,192.168.1.2,High Frequency,Count: 266
14:50:09,47.131.150.158,High Frequency,Count: 356
14:50:09,47.131.150.158,High Frequency,Count: 357
14:50:09,47.131.150.158,High Frequency,Count: 358
14:50:09,192.168.1.2,High Frequency,Count: 267
14:50:09,47.131.150.158,High Frequency,Count: 359
14:50:09,47.131.150.158,High Frequency,Count: 360
14:50:09,192.168.1.2,High Frequency,Count: 268
14:50:09,47.131.150.158,High Frequency,Count: 361
14:50:09,47.131.150.158,High Frequency,Count: 362
14:50:09,47.131.150.158,High Frequency,Count: 363
14:50:09,192.168.1.2,High Frequency,Count: 269
14:50:09,47.131.150.158,High Frequency,Count: 364
14:50:09,47.131.150.158,High Frequency,Count: 365
14:50:09,192.168.1.2,High Frequency,Count: 270
14:50:09,47.131.150.158,High Frequency,Count: 366
14:50:09,47.131.150.158,High Frequency,Count: 367
14:50:09,192.168.1.2,High Frequency,Count: 271
14:50:09,47.131.150.158,High Frequency,Count: 368
14:50:09,47.131.150.158,High Frequency,Count: 369
14:50:09,192.168.1.2,High Frequency,Count: 272
14:50:09,47.131.150.158,High Frequency,Count: 370
14:50:09,47.131.150.158,High Frequency,Count: 371
14:50:09,192.168.1.2,High Frequency,Count: 273
14:50:09,47.131.150.158,High Frequency,Count: 372
14:50:09,47.131.150.158,High Frequency,Count: 373
14:50:09,192.168.1.2,High Frequency,Count: 274
14:50:09,47.131.150.158,High Frequency,Count: 374
14:50:09,47.131.150.158,High Frequency,Count: 375
14:50:09,192.168.1.2,High Frequency,Count: 275
14:50:09,192.168.1.2,High Frequency,Count: 276
14:50:09,47.131.150.158,High Frequency,Count: 376
14:50:09,47.131.150.158,High Frequency,Count: 377
14:50:09,192.168.1.2,High Frequency,Count: 277
14:50:09,47.131.150.158,High Frequency,Count: 378
14:50:09,47.131.150.158,High Frequency,Count: 379
14:50:09,192.168.1.2,High Frequency,Count: 278
14:50:09,47.131.150.158,High Frequency,Count: 380
14:50:09,47.131.150.158,High Frequency,Count: 381
14:50:09,192.168.1.2,High Frequency,Count: 279
14:50:09,47.131.150.158,High Frequency,Count: 382
14:50:09,47.131.150.158,High Frequency,Count: 383
14:50:09,192.168.1.2,High Frequency,Count: 280
14:50:09,192.168.1.2,High Frequency,Count: 281
14:50:09,47.131.150.158,High Frequency,Count: 384
14:50:09,47.131.150.158,High Frequency,Count: 385
14:50:09,192.168.1.2,High Frequency,Count: 282
14:50:09,47.131.150.158,High Frequency,Count: 386
14:50:09,47.131.150.158,High Frequency,Count: 387
14:50:09,192.168.1.2,High Frequency,Count: 283
14:50:09,192.168.1.2,High Frequency,Count: 284
14:50:09,47.131.150.158,High Frequency,Count: 388
14:50:09,47.131.150.158,High Frequency,Count: 389
14:50:09,192.168.1.2,High Frequency,Count: 285
14:50:09,47.131.150.158,High Frequency,Count: 390
14:50:09,47.131.150.158,High Frequency,Count: 391
14:50:09,192.168.1.2,High Frequency,Count: 286
14:50:09,192.168.1.2,High Frequency,Count: 287
14:50:09,47.131.150.158,High Frequency,Count: 392
14:50:09,47.131.150.158,High Frequency,Count: 393
14:50:09,192.168.1.2,High Frequency,Count: 288
14:50:09,47.131.150.158,High Frequency,Count: 394
14:50:09,47.131.150.158,High Frequency,Count: 395
14:50:09,192.168.1.2,High Frequency,Count: 289
14:50:09,47.131.150.158,High Frequency,Count: 396
14:50:09,47.131.150.158,High Frequency,Count: 397
14:50:09,192.168.1.2,High Frequency,Count: 290
14:50:09,47.131.150.158,High Frequency,Count: 398
14:50:09,47.131.150.158,High Frequency,Count: 399
14:50:09,192.168.1.2,High Frequency,Count: 291
14:50:09,47.131.150.158,High Frequency,Count: 400
14:50:09,47.131.150.158,High Frequency,Count: 401
14:50:09,192.168.1.2,High Frequency,Count: 292
14:50:09,47.131.150.158,High Frequency,Count: 402
14:50:09,192.168.1.2,High Frequency,Count: 293
14:50:09,47.131.150.158,High Frequency,Count: 403
14:50:09,192.168.1.2,High Frequency,Count: 294
14:50:09,192.168.1.2,High Frequency,Count: 295
14:50:09,192.168.1.2,High Frequency,Count: 296
14:50:09,192.168.1.2,High Frequency,Count: 297
14:50:09,192.168.1.2,High Frequency,Count: 298
14:50:09,47.131.150.158,High Frequency,Count: 404
14:50:09,47.131.150.158,High Frequency,Count: 405
14:50:09,192.168.1.2,High Frequency,Count: 299
14:50:09,192.168.1.2,High Frequency,Count: 300
14:50:09,47.131.150.158,High Frequency,Count: 406
14:50:10,192.168.1.2,High Frequency,Count: 301
14:50:10,192.168.1.2,High Frequency,Count: 302
14:50:10,47.131.150.158,High Frequency,Count: 407
14:50:10,47.131.150.158,High Frequency,Count: 408
14:50:10,47.131.150.158,High Frequency,Count: 409
14:50:10,192.168.1.2,High Frequency,Count: 303
14:50:10,47.131.150.158,High Frequency,Count: 410
14:50:10,192.168.1.2,High Frequency,Count: 304
14:50:10,192.168.1.2,High Frequency,Count: 305
14:50:10,192.168.1.2,High Frequency,Count: 306
14:50:10,192.168.1.2,High Frequency,Count: 307
14:50:10,192.168.1.2,High Frequency,Count: 308
14:50:10,192.168.1.2,High Frequency,Count: 309
14:50:10,192.168.1.2,High Frequency,Count: 310
14:50:10,192.168.1.2,High Frequency,Count: 311
14:50:10,47.131.150.158,High Frequency,Count: 411
14:50:10,47.131.150.158,High Frequency,Count: 412
14:50:10,47.131.150.158,High Frequency,Count: 413
14:50:10,47.131.150.158,High Frequency,Count: 414
14:50:10,47.131.150.158,High Frequency,Count: 415
14:50:10,192.168.1.2,High Frequency,Count: 312
14:50:10,192.168.1.2,High Frequency,Count: 313
14:50:10,192.168.1.2,High Frequency,Count: 314
14:50:10,192.168.1.2,High Frequency,Count: 315
14:50:10,192.168.1.2,High Frequency,Count: 316
14:50:10,192.168.1.2,High Frequency,Count: 317
14:50:10,47.131.150.158,High Frequency,Count: 416
14:50:10,192.168.1.2,High Frequency,Count: 318
14:50:10,192.168.1.2,High Frequency,Count: 319
14:50:10,192.168.1.2,High Frequency,Count: 320
14:50:10,192.168.1.2,High Frequency,Count: 321
